query_id,market,city,raw_query,results_shown,clicked,purchased,date,segment,query_volume
Q001242,GB,Glasgow,skydiving,0,0,0,2026-06-28,no-inventory intent,91
Q001243,GB,London,back massage,1,0,0,2026-06-18,core query,78
Q001244,GB,London,city tour,23,1,1,2026-06-28,core query,72
Q001245,GB,Manchester,haircut,6,1,0,2026-06-08,core query,79
Q001246,GB,Birmingham,helicopter tour,0,0,0,2026-06-15,no-inventory intent,100
Q001247,GB,Glasgow,back massage,14,1,0,2026-06-26,core query,78
Q001248,GB,London,escape rom,15,0,0,2026-06-29,misspelling,2
Q001249,GB,London,gym,11,0,0,2026-06-24,core query,88
Q001250,GB,London,steak dinner,2,0,0,2026-06-09,core query,85
Q001251,GB,Birmingham,indian restaurant,17,1,1,2026-06-19,core query,85
Q001252,GB,Glasgow,hot air balloon ride,0,0,0,2026-06-17,no-inventory intent,94
Q001253,GB,Glasgow,sports massage,35,0,0,2026-06-06,core query,74
Q001254,GB,London,haircut,2,0,0,2026-06-06,core query,79
Q001255,GB,London,go karting,2,0,0,2026-06-15,core query,73
Q001256,GB,London,haircut,0,0,0,2026-06-13,core query,79
Q001257,GB,Birmingham,haio colour,2,0,0,2026-06-15,misspelling,1
Q001258,GB,Birmingham,gym,10,0,0,2026-06-04,core query,88
Q001259,GB,Manchester,manicure,7,0,0,2026-06-06,core query,74
Q001260,GB,Birmingham,helicopter tour,0,0,0,2026-06-15,no-inventory intent,100
Q001261,GB,Manchester,city tour,2,0,0,2026-06-03,core query,72
Q001262,GB,Manchester,skydiving,0,0,0,2026-06-08,no-inventory intent,91
Q001263,GB,Manchester,hot air balloon ride,0,0,0,2026-06-13,no-inventory intent,94
Q001264,GB,Manchester,deep tissue massage,6,1,1,2026-06-03,core query,77
Q001265,GB,Birmingham,brunch,0,0,0,2026-06-20,core query,76
Q001266,GB,Manchester,back massage,7,0,0,2026-06-17,core query,78
Q001267,GB,London,paintball,1,0,0,2026-06-02,core query,102
Q001268,GB,Glasgow,deep tissue massage,1,0,0,2026-06-17,core query,77
Q001269,GB,London,back massage,15,1,0,2026-06-30,core query,78
Q001270,GB,London,escape room,11,1,0,2026-06-06,core query,87
Q001271,GB,Manchester,pizza deal,33,1,1,2026-06-07,core query,86
Q001272,GB,Birmingham,indian restaurant,33,1,0,2026-06-21,core query,85
Q001273,GB,London,pilates,20,0,0,2026-06-17,core query,72
Q001274,GB,London,helicopter tour,0,0,0,2026-06-15,no-inventory intent,100
Q001275,GB,Birmingham,haircut,23,1,0,2026-06-13,core query,79
Q001276,GB,London,escape room,19,1,0,2026-06-14,core query,87
Q001277,GB,Birmingham,steak dinner,0,0,0,2026-06-06,core query,85
Q001278,GB,Manchester,paintball,13,0,0,2026-06-10,core query,102
Q001279,GB,Birmingham,crossfit,2,0,0,2026-06-03,core query,84
Q001280,GB,London,indian restaurant,2,0,0,2026-06-05,core query,85
Q001281,GB,London,sushi,2,1,0,2026-06-28,core query,71
Q001282,GB,London,yoga class,2,0,0,2026-06-22,core query,74
Q001283,GB,London,indian restaurant,2,0,0,2026-06-01,core query,85
Q001284,GB,Manchester,pilates,2,0,0,2026-06-04,core query,72
Q001285,GB,Birmingham,yoga class,6,1,1,2026-06-07,core query,74
Q001286,GB,London,facial,0,0,0,2026-06-30,core query,86
Q001287,GB,London,maniure,14,1,0,2026-06-05,misspelling,1
Q001288,GB,Manchester,thai massage,32,0,0,2026-06-30,core query,76
Q001289,GB,Birmingham,thai massage,13,0,0,2026-06-13,core query,76
Q001290,GB,London,paintball,5,1,1,2026-06-09,core query,102
Q001291,GB,London,couples massage,27,0,0,2026-06-12,core query,70
Q001292,GB,London,bowling,1,0,0,2026-06-25,core query,73
Q001293,GB,London,pizza del,32,0,0,2026-06-03,misspelling,2
Q001294,GB,London,steak dinner,1,0,0,2026-06-26,core query,85
Q001295,GB,Birmingham,personal trainer,39,0,0,2026-06-16,core query,72
Q001296,GB,London,helicopter tour,0,0,0,2026-06-04,no-inventory intent,100
Q001297,GB,Manchester,paintball,14,1,0,2026-06-06,core query,102
Q001298,GB,London,hair colour,2,0,0,2026-06-17,core query,85
Q001299,GB,Birmingham,hair colour,2,0,0,2026-06-07,core query,85
Q001300,GB,London,sharkk diving,0,0,0,2026-06-19,misspelling,2
Q001301,GB,Manchester,facial,16,1,0,2026-06-03,core query,86
Q001302,GB,Birmingham,haircut,17,1,0,2026-06-14,core query,79
Q001303,GB,London,supercar track day,0,0,0,2026-06-14,no-inventory intent,85
Q001304,GB,London,manicure,10,1,1,2026-06-15,core query,74
Q001305,GB,Manchester,gym,0,0,0,2026-06-10,core query,88
Q001306,GB,London,hair colour,29,0,0,2026-06-07,core query,85
Q001307,GB,Manchester,couples massage,8,1,1,2026-06-08,core query,70
Q001308,GB,London,crossfit,2,0,0,2026-06-03,core query,84
Q001309,GB,Manchester,shark  diving,0,0,0,2026-06-22,misspelling,1
Q001310,GB,London,manicure,7,1,0,2026-06-16,core query,74
Q001311,GB,Birmingham,facial,7,1,1,2026-06-27,core query,86
Q001312,GB,London,sports massage,14,0,0,2026-06-16,core query,74
Q001313,GB,London,pilates,1,0,0,2026-06-04,core query,72
Q001314,GB,Birmingham,pizza deal,13,1,0,2026-06-11,core query,86
Q001315,GB,London,supercar track day,0,0,0,2026-06-22,no-inventory intent,85
Q001316,GB,Manchester,skydiving,0,0,0,2026-06-20,no-inventory intent,91
Q001317,GB,Birmingham,deep tissuo massage,23,0,0,2026-06-11,misspelling,1
Q001318,GB,Manchester,hair colour,0,0,0,2026-06-05,core query,85
Q001319,GB,London,helicopter tour,0,0,0,2026-06-29,no-inventory intent,100
Q001320,GB,London,pizza deal,10,1,0,2026-06-19,core query,86
Q001321,GB,Manchester,sports massage,11,1,0,2026-06-11,core query,74
Q001322,GB,Manchester,facial,18,1,0,2026-06-09,core query,86
Q001323,GB,Manchester,facial,2,0,0,2026-06-25,core query,86
Q001324,GB,London,shark diving,0,0,0,2026-06-20,no-inventory intent,79
Q001325,GB,Birmingham,personal trainer,0,0,0,2026-06-01,core query,72
Q001326,GB,Manchester,indian restaurant,0,0,0,2026-06-30,core query,85
Q001327,GB,London,go karting,14,1,0,2026-06-23,core query,73
Q001328,GB,London,pizza deal,9,1,0,2026-06-18,core query,86
Q001329,GB,Birmingham,sports massage,1,0,0,2026-06-26,core query,74
Q001330,GB,Manchester,gym,2,0,0,2026-06-08,core query,88
Q001331,GB,London,eyelash extensions,1,0,0,2026-06-02,core query,87
Q001332,GB,London,go karting,0,0,0,2026-06-06,core query,73
Q001333,GB,Glasgow,sports massage,0,0,0,2026-06-13,core query,74
Q001334,GB,Manchester,eyelash extensions,19,1,0,2026-06-29,core query,87
Q001335,GB,London,brunch,24,0,0,2026-06-16,core query,76
Q001336,GB,Glasgow,brunch,2,0,0,2026-06-19,core query,76
Q001337,GB,London,facial,19,1,0,2026-06-27,core query,86
Q001338,GB,Manchester,escape room,26,0,0,2026-06-26,core query,87
Q001339,GB,London,deep tissue massage,0,0,0,2026-06-17,core query,77
Q001340,GB,London,bowling,1,0,0,2026-06-13,core query,73
Q001341,GB,London,couples massage,0,0,0,2026-06-21,core query,70
Q001342,GB,Manchester,facial,9,1,0,2026-06-02,core query,86
Q001343,GB,Manchester,back massage,13,0,0,2026-06-08,core query,78
Q001344,GB,Birmingham,thai massage,6,0,0,2026-06-30,core query,76
Q001345,GB,London,escape room,0,0,0,2026-06-04,core query,87
Q001346,GB,London,paintball,13,1,0,2026-06-14,core query,102
Q001347,GB,Birmingham,escpe room,2,0,0,2026-06-21,misspelling,2
Q001348,GB,London,facial,2,0,0,2026-06-15,core query,86
Q001349,GB,London,sports massage,0,0,0,2026-06-20,core query,74
Q001350,GB,London,shark diving,0,0,0,2026-06-23,no-inventory intent,79
Q001351,GB,Glasgow,sports massage,20,0,0,2026-06-02,core query,74
Q001352,GB,London,escape room,12,0,0,2026-06-22,core query,87
Q001353,GB,London,pizza deal,1,0,0,2026-06-28,core query,86
Q001354,GB,Manchester,deep tissue massage,0,0,0,2026-06-01,core query,77
Q001355,GB,Glasgow,indian restaurant,1,0,0,2026-06-21,core query,85
Q001356,GB,Birmingham,shark diving,0,0,0,2026-06-06,no-inventory intent,79
Q001357,GB,Manchester,pilates,1,0,0,2026-06-29,core query,72
Q001358,GB,Birmingham,helicopter tour,0,0,0,2026-06-29,no-inventory intent,100
Q001359,GB,London,paintball,18,1,1,2026-06-05,core query,102
Q001360,GB,London,pilates,24,0,0,2026-06-15,core query,72
Q001361,GB,Birmingham,couples massage,1,0,0,2026-06-14,core query,70
Q001362,GB,Birmingham,skydiving,0,0,0,2026-06-28,no-inventory intent,91
Q001363,GB,Birmingham,manicure,28,1,0,2026-06-01,core query,74
Q001364,GB,Birmingham,steak dinner,9,0,0,2026-06-13,core query,85
Q001365,GB,London,hot air balloon ride,0,0,0,2026-06-22,no-inventory intent,94
Q001366,GB,London,yoga class,8,0,0,2026-06-26,core query,74
Q001367,GB,London,brunch,17,1,0,2026-06-03,core query,76
Q001368,GB,Glasgow,steak dinner,1,0,0,2026-06-28,core query,85
Q001369,GB,London,paintball,29,0,0,2026-06-25,core query,102
Q001370,GB,London,supercar track day,0,0,0,2026-06-20,no-inventory intent,85
Q001371,GB,Manchester,back massage,1,0,0,2026-06-29,core query,78
Q001372,GB,Birmingham,hair colour,14,0,0,2026-06-18,core query,85
Q001373,GB,Manchester,haircut,2,0,0,2026-06-23,core query,79
Q001374,GB,London,eyelash extensions,1,1,0,2026-06-01,core query,87
Q001375,GB,Manchester,skydiving,0,0,0,2026-06-23,no-inventory intent,91
Q001376,GB,Birmingham,back massage,1,0,0,2026-06-29,core query,78
Q001377,GB,Birmingham,bick massage,30,0,0,2026-06-10,misspelling,1
Q001378,GB,Birmingham,hair colour,31,1,0,2026-06-01,core query,85
Q001379,GB,Birmingham,hot air balloon ride,0,0,0,2026-06-05,no-inventory intent,94
Q001380,GB,Birmingham,facial,22,0,0,2026-06-02,core query,86
Q001381,GB,Birmingham,sports massage,7,0,0,2026-06-25,core query,74
Q001382,GB,Birmingham,faccial,35,1,0,2026-06-18,misspelling,1
Q001383,GB,London,deep tissue massage,13,1,1,2026-06-23,core query,77
Q001384,GB,Manchester,escape room,23,1,1,2026-06-27,core query,87
Q001385,GB,Glasgow,helicopter our,0,0,0,2026-06-16,misspelling,1
Q001386,GB,London,eyelash extensions,2,0,0,2026-06-02,core query,87
Q001387,GB,London,gym,2,0,0,2026-06-04,core query,88
Q001388,GB,London,yoga class,7,1,0,2026-06-05,core query,74
Q001389,GB,Manchester,supercar track day,0,0,0,2026-06-02,no-inventory intent,85
Q001390,GB,Birmingham,thai massage,38,0,0,2026-06-15,core query,76
Q001391,GB,London,city tour,19,0,0,2026-06-16,core query,72
Q001392,GB,Manchester,shark diving,0,0,0,2026-06-06,no-inventory intent,79
Q001393,GB,Birmingham,hot air balloon ride,0,0,0,2026-06-04,no-inventory intent,94
Q001394,GB,London,indian restaurant,0,0,0,2026-06-01,core query,85
Q001395,GB,London,deep tissue massage,20,0,0,2026-06-25,core query,77
Q001396,GB,London,sports massage,1,1,0,2026-06-14,core query,74
Q001397,GB,London,personal trainer,2,0,0,2026-06-16,core query,72
Q001398,GB,London,hot air balloon ride,0,0,0,2026-06-12,no-inventory intent,94
Q001399,GB,Manchester,skydiving,0,0,0,2026-06-22,no-inventory intent,91
Q001400,GB,Glasgow,paintball,16,1,0,2026-06-10,core query,102
Q001401,GB,Manchester,sushi,2,0,0,2026-06-29,core query,71
Q001402,GB,London,helicopter tour,0,0,0,2026-06-26,no-inventory intent,100
Q001403,GB,Manchester,sports massage,7,0,0,2026-06-29,core query,74
Q001404,GB,London,manicure,0,0,0,2026-06-21,core query,74
Q001405,GB,London,helicopter tour,0,0,0,2026-06-11,no-inventory intent,100
Q001406,GB,London,sushi,0,0,0,2026-06-23,core query,71
Q001407,GB,London,pizza deal,8,1,0,2026-06-23,core query,86
Q001408,GB,Manchester,manicure,0,0,0,2026-06-07,core query,74
Q001409,GB,London,yoga class,23,0,0,2026-06-13,core query,74
Q001410,GB,London,pizza deal,2,0,0,2026-06-14,core query,86
Q001411,GB,Manchester,go karting,2,0,0,2026-06-23,core query,73
Q001412,GB,London,thai massage,16,1,0,2026-06-30,core query,76
Q001413,GB,London,haircut,13,0,0,2026-06-26,core query,79
Q001414,GB,Manchester,haircut,13,1,1,2026-06-08,core query,79
Q001415,GB,Glasgow,brunch,2,0,0,2026-06-09,core query,76
Q001416,GB,Birmingham,personal trainer,2,0,0,2026-06-16,core query,72
Q001417,GB,London,shark diving,0,0,0,2026-06-12,no-inventory intent,79
Q001418,GB,Birmingham,paintball,6,1,1,2026-06-26,core query,102
Q001419,GB,Birmingham,pizza deal,23,1,1,2026-06-09,core query,86
Q001420,GB,Birmingham,pilates,8,1,0,2026-06-14,core query,72
Q001421,GB,London,manicure,11,0,0,2026-06-30,core query,74
Q001422,GB,Birmingham,skydiving,0,0,0,2026-06-15,no-inventory intent,91
Q001423,GB,Birmingham,deep tissue masssage,1,0,0,2026-06-19,misspelling,1
Q001424,GB,London,thai massage,15,1,0,2026-06-13,core query,76
Q001425,GB,Manchester,manicure,35,0,0,2026-06-09,core query,74
Q001426,GB,London,crossfit,12,1,0,2026-06-01,core query,84
Q001427,GB,London,brunch,25,1,1,2026-06-14,core query,76
Q001428,GB,Manchester,sushi,2,0,0,2026-06-14,core query,71
Q001429,GB,Birmingham,couples massage,24,0,0,2026-06-08,core query,70
Q001430,GB,Birmingham,skydiving,0,0,0,2026-06-09,no-inventory intent,91
Q001431,GB,Birmingham,hair colour,25,1,0,2026-06-02,core query,85
Q001432,GB,Birmingham,pizza deal,1,0,0,2026-06-08,core query,86
Q001433,GB,London,city tour,16,1,0,2026-06-19,core query,72
Q001434,GB,London,pizza deal,31,1,0,2026-06-17,core query,86
Q001435,GB,London,steak dinner,14,0,0,2026-06-22,core query,85
Q001436,GB,Glasgow,paintball,22,1,0,2026-06-27,core query,102
Q001437,GB,London,helicopter tour,0,0,0,2026-06-15,no-inventory intent,100
Q001438,GB,London,couples massage,22,0,0,2026-06-19,core query,70
Q001439,GB,London,pilates,1,0,0,2026-06-07,core query,72
Q001440,GB,London,back massage,1,0,0,2026-06-16,core query,78
Q001441,GB,London,paintball,25,0,0,2026-06-06,core query,102
Q001442,GB,Manchester,facial,1,0,0,2026-06-19,core query,86
Q001443,GB,Manchester,crossfit,37,0,0,2026-06-25,core query,84
Q001444,GB,London,shark diving,0,0,0,2026-06-18,no-inventory intent,79
Q001445,GB,Birmingham,brunch,13,1,0,2026-06-26,core query,76
Q001446,GB,London,thai massage,8,0,0,2026-06-22,core query,76
Q001447,GB,Manchester,thai massage,27,1,0,2026-06-15,core query,76
Q001448,GB,London,sushi,0,0,0,2026-06-14,core query,71
Q001449,GB,Glasgow,brunch,0,0,0,2026-06-28,core query,76
Q001450,GB,Birmingham,crossfit,17,0,0,2026-06-02,core query,84
Q001451,GB,Birmingham,bowling,22,1,0,2026-06-06,core query,73
Q001452,GB,Manchester,go karting,24,1,0,2026-06-23,core query,73
Q001453,GB,London,bowling,23,1,1,2026-06-08,core query,73
Q001454,GB,London,paintball,4,0,0,2026-06-24,core query,102
Q001455,GB,Manchester,escape room,28,0,0,2026-06-30,core query,87
Q001456,GB,Birmingham,facial,2,0,0,2026-06-17,core query,86
Q001457,GB,Manchester,city tour,2,0,0,2026-06-04,core query,72
Q001458,GB,Manchester,sports masssage,10,0,0,2026-06-17,misspelling,1
Q001459,GB,Manchester,helicopter tour,0,0,0,2026-06-16,no-inventory intent,100
Q001460,GB,London,brunch,24,1,0,2026-06-14,core query,76
Q001461,GB,London,sushi,11,1,0,2026-06-19,core query,71
Q001462,GB,London,bowling,6,1,1,2026-06-26,core query,73
Q001463,GB,Manchester,helicopaer tour,0,0,0,2026-06-24,misspelling,1
Q001464,GB,London,hair colour,20,1,0,2026-06-04,core query,85
Q001465,GB,Birmingham,pizza deal,10,1,0,2026-06-04,core query,86
Q001466,GB,London,helicopter tour,0,0,0,2026-06-26,no-inventory intent,100
Q001467,GB,Birmingham,brunch,15,1,1,2026-06-17,core query,76
Q001468,GB,London,brunch,1,0,0,2026-06-21,core query,76
Q001469,GB,London,indian restaurant,1,0,0,2026-06-18,core query,85
Q001470,GB,London,pilates,20,1,0,2026-06-10,core query,72
Q001471,GB,London,escape room,1,0,0,2026-06-22,core query,87
Q001472,GB,London,paintball,20,0,0,2026-06-25,core query,102
Q001473,GB,London,back massage,17,1,0,2026-06-25,core query,78
Q001474,GB,Manchester,back massage,38,0,0,2026-06-01,core query,78
Q001475,GB,London,city tour,1,0,0,2026-06-11,core query,72
Q001476,GB,London,yoga class,1,0,0,2026-06-08,core query,74
Q001477,GB,London,steak dinner,18,1,0,2026-06-02,core query,85
Q001478,GB,London,hot air balloon ride,0,0,0,2026-06-06,no-inventory intent,94
Q001479,GB,London,shaark diving,0,0,0,2026-06-29,misspelling,1
Q001480,GB,Birmingham,deep tissue massage,9,1,0,2026-06-18,core query,77
Q001481,GB,London,crossfiit,1,0,0,2026-06-13,misspelling,1
Q001482,GB,London,paintball,4,1,0,2026-06-25,core query,102
Q001483,GB,London,paintballl,2,0,0,2026-06-02,misspelling,1
Q001484,GB,London,paintball,22,1,0,2026-06-20,core query,102
Q001485,GB,London,haircut,0,0,0,2026-06-23,core query,79
Q001486,GB,Manchester,steak dinneer,1,0,0,2026-06-08,misspelling,1
Q001487,GB,London,shark diving,0,0,0,2026-06-23,no-inventory intent,79
Q001488,GB,London,go karting,16,1,1,2026-06-02,core query,73
Q001489,GB,Manchester,eyelash extensions,10,0,0,2026-06-02,core query,87
Q001490,GB,London,yoga class,1,1,0,2026-06-20,core query,74
Q001491,GB,London,thai  massage,29,0,0,2026-06-17,misspelling,1
Q001492,GB,Birmingham,back massage,39,0,0,2026-06-04,core query,78
Q001493,GB,Manchester,sports massage,0,0,0,2026-06-19,core query,74
Q001494,GB,Manchester,bowling,1,1,0,2026-06-12,core query,73
Q001495,GB,London,supeercar track day,0,0,0,2026-06-20,misspelling,1
Q001496,GB,Birmingham,pizza deal,14,1,1,2026-06-12,core query,86
Q001497,GB,Manchester,brunch,2,0,0,2026-06-15,core query,76
Q001498,GB,Glasgow,shark diving,0,0,0,2026-06-07,no-inventory intent,79
Q001499,GB,Manchester,helicopter tour,0,0,0,2026-06-10,no-inventory intent,100
Q001500,GB,London,haircut,0,0,0,2026-06-13,core query,79
Q001501,GB,Birmingham,yoga class,9,0,0,2026-06-08,core query,74
Q001502,GB,Manchester,pilates,13,1,1,2026-06-12,core query,72
Q001503,GB,Manchester,shark diving,0,0,0,2026-06-10,no-inventory intent,79
Q001504,GB,Manchester,hair colour,9,0,0,2026-06-08,core query,85
Q001505,GB,Manchester,gym,0,0,0,2026-06-09,core query,88
Q001506,GB,Manchester,steak dinner,26,0,0,2026-06-24,core query,85
Q001507,GB,Manchester,personal trainer,17,1,0,2026-06-11,core query,72
Q001508,GB,London,eyelash extensions,1,1,0,2026-06-19,core query,87
Q001509,GB,Glasgow,sports massage,0,0,0,2026-06-07,core query,74
Q001510,GB,London,go karting,0,0,0,2026-06-26,core query,73
Q001511,GB,Glasgow,steak dinner,24,0,0,2026-06-21,core query,85
Q001512,GB,London,supercar track day,0,0,0,2026-06-14,no-inventory intent,85
Q001513,GB,London,thai massage,10,0,0,2026-06-05,core query,76
Q001514,GB,Manchester,indian restaurant,7,1,1,2026-06-07,core query,85
Q001515,GB,Birmingham,gym,2,0,0,2026-06-09,core query,88
Q001516,GB,Birmingham,deep tissue massage,21,1,0,2026-06-14,core query,77
Q001517,GB,London,pizza deal,23,0,0,2026-06-11,core query,86
Q001518,GB,London,manicure,1,0,0,2026-06-28,core query,74
Q001519,GB,London,paintball,17,0,0,2026-06-08,core query,102
Q001520,GB,London,city tour,9,0,0,2026-06-20,core query,72
Q001521,GB,London,manicure,0,0,0,2026-06-17,core query,74
Q001522,GB,London,back massage,37,1,0,2026-06-02,core query,78
Q001523,GB,Glasgow,manicure,38,0,0,2026-06-13,core query,74
Q001524,GB,Manchester,facial,13,0,0,2026-06-22,core query,86
Q001525,GB,Birmingham,back massage,16,0,0,2026-06-14,core query,78
Q001526,GB,London,eyelash extensions,15,0,0,2026-06-07,core query,87
Q001527,GB,Birmingham,supercar track day,0,0,0,2026-06-02,no-inventory intent,85
Q001528,GB,London,back massage,17,0,0,2026-06-03,core query,78
Q001529,GB,Manchester,pizza deal,13,0,0,2026-06-30,core query,86
Q001530,GB,Manchester,supercar track day,0,0,0,2026-06-06,no-inventory intent,85
Q001531,GB,London,pizza deal,14,1,1,2026-06-06,core query,86
Q001532,GB,Birmingham,bowling,1,0,0,2026-06-09,core query,73
Q001533,GB,London,brunch,18,0,0,2026-06-20,core query,76
Q001534,GB,Glasgow,bowling,1,0,0,2026-06-30,core query,73
Q001535,GB,Birmingham,deep tissue massage,2,0,0,2026-06-22,core query,77
Q001536,GB,London,indian restaurant,0,0,0,2026-06-25,core query,85
Q001537,GB,Manchester,indian restaurant,2,0,0,2026-06-19,core query,85
Q001538,GB,Manchester,gym,2,0,0,2026-06-24,core query,88
Q001539,GB,London,supercar track day,0,0,0,2026-06-08,no-inventory intent,85
Q001540,GB,London,helicopter tour,0,0,0,2026-06-02,no-inventory intent,100
Q001541,GB,London,city toour,19,0,0,2026-06-10,misspelling,1
Q001542,GB,London,helicopter tour,0,0,0,2026-06-27,no-inventory intent,100
Q001543,GB,Manchester,sushi,1,0,0,2026-06-02,core query,71
Q001544,GB,London,eyelash extensions,6,0,0,2026-06-06,core query,87
Q001545,GB,London,pizza deal,24,0,0,2026-06-30,core query,86
Q001546,GB,Birmingham,couples massage,2,1,1,2026-06-23,core query,70
Q001547,GB,London,go karting,10,1,0,2026-06-13,core query,73
Q001548,GB,Birmingham,steak dinner,4,1,0,2026-06-16,core query,85
Q001549,GB,London,facial,2,0,0,2026-06-24,core query,86
Q001550,GB,London,bowling,2,1,0,2026-06-17,core query,73
Q001551,GB,Manchester,pizza deal,10,1,1,2026-06-02,core query,86
Q001552,GB,London,shark diving,0,0,0,2026-06-20,no-inventory intent,79
Q001553,GB,London,sports massage,36,0,0,2026-06-09,core query,74
Q001554,GB,London,crossfit,1,0,0,2026-06-02,core query,84
Q001555,GB,Birmingham,facial,17,1,0,2026-06-25,core query,86
Q001556,GB,London,hot air balloon ride,0,0,0,2026-06-02,no-inventory intent,94
Q001557,GB,London,indian restaurant,0,0,0,2026-06-12,core query,85
Q001558,GB,London,skydiving,0,0,0,2026-06-18,no-inventory intent,91
Q001559,GB,London,haircut,14,0,0,2026-06-06,core query,79
Q001560,GB,Glasgow,gym,1,0,0,2026-06-20,core query,88
Q001561,GB,Birmingham,eyelash extensions,26,0,0,2026-06-24,core query,87
Q001562,GB,London,facial,2,1,1,2026-06-09,core query,86
Q001563,GB,Glasgow,shark diving,0,0,0,2026-06-22,no-inventory intent,79
Q001564,GB,London,sushi,24,1,1,2026-06-05,core query,71
Q001565,GB,London,eyelash extensions,9,1,0,2026-06-10,core query,87
Q001566,GB,Birmingham,shark diving,0,0,0,2026-06-30,no-inventory intent,79
Q001567,GB,London,helicopter tour,0,0,0,2026-06-22,no-inventory intent,100
Q001568,GB,London,helicopter tour,0,0,0,2026-06-27,no-inventory intent,100
Q001569,GB,Manchester,thai massage,18,0,0,2026-06-26,core query,76
Q001570,GB,London,steak dinner,22,0,0,2026-06-09,core query,85
Q001571,GB,Manchester,paintball,0,0,0,2026-06-08,core query,102
Q001572,GB,London,thai massage,13,1,0,2026-06-25,core query,76
Q001573,GB,London,indian restaurant,2,0,0,2026-06-09,core query,85
Q001574,GB,Birmingham,go karting,1,0,0,2026-06-10,core query,73
Q001575,GB,Manchester,bowling,9,1,0,2026-06-30,core query,73
Q001576,GB,Birmingham,brunch,9,1,1,2026-06-06,core query,76
Q001577,GB,London,personal trainer,12,1,0,2026-06-30,core query,72
Q001578,GB,Manchester,back massage,11,1,1,2026-06-02,core query,78
Q001579,GB,Manchester,shark diving,0,0,0,2026-06-29,no-inventory intent,79
Q001580,GB,Manchester,pizza deal,2,0,0,2026-06-02,core query,86
Q001581,GB,Manchester,hair colour,6,1,1,2026-06-06,core query,85
Q001582,GB,London,shark diving,0,0,0,2026-06-21,no-inventory intent,79
Q001583,GB,London,manicure,2,0,0,2026-06-22,core query,74
Q001584,GB,Birmingham,eyelash extensions,2,0,0,2026-06-20,core query,87
Q001585,GB,Birmingham,indian restaurant,1,0,0,2026-06-08,core query,85
Q001586,GB,London,escape rroom,21,0,0,2026-06-10,misspelling,1
Q001587,GB,Manchester,pilates,2,1,0,2026-06-12,core query,72
Q001588,GB,London,thai massage,11,0,0,2026-06-12,core query,76
Q001589,GB,Birmingham,supercar track day,0,0,0,2026-06-27,no-inventory intent,85
Q001590,GB,London,go karting,0,0,0,2026-06-16,core query,73
Q001591,GB,Manchester,haircut,7,1,1,2026-06-22,core query,79
Q001592,GB,Birmingham,yoga class,18,0,0,2026-06-26,core query,74
Q001593,GB,London,paintball,13,1,1,2026-06-06,core query,102
Q001594,GB,Birmingham,deep tissue massage,1,0,0,2026-06-19,core query,77
Q001595,GB,Birmingham,escape room,4,0,0,2026-06-19,core query,87
Q001596,GB,Glasgow,bowling,12,0,0,2026-06-11,core query,73
Q001597,GB,London,pizza deal,1,0,0,2026-06-06,core query,86
Q001598,GB,Manchester,thai massage,14,0,0,2026-06-28,core query,76
Q001599,GB,Birmingham,deep tissue massage,20,1,0,2026-06-18,core query,77
Q001600,GB,London,supercar track day,0,0,0,2026-06-27,no-inventory intent,85
Q001601,GB,London,yoga closs,1,0,0,2026-06-10,misspelling,1
Q001602,GB,London,crossfit,0,0,0,2026-06-29,core query,84
Q001603,GB,London,hot air balloon ride,0,0,0,2026-06-15,no-inventory intent,94
Q001604,GB,Manchester,paintball,7,1,0,2026-06-25,core query,102
Q001605,GB,London,deep tissue massage,21,0,0,2026-06-14,core query,77
Q001606,GB,London,skydiving,0,0,0,2026-06-08,no-inventory intent,91
Q001607,GB,Birmingham,yoga class,2,0,0,2026-06-28,core query,74
Q001608,GB,London,deep tissue massage,0,0,0,2026-06-06,core query,77
Q001609,GB,London,bowling,1,0,0,2026-06-23,core query,73
Q001610,GB,Glasgow,skydiving,0,0,0,2026-06-08,no-inventory intent,91
Q001611,GB,Manchester,helicopter tour,0,0,0,2026-06-08,no-inventory intent,100
Q001612,GB,London,deep tissue massage,5,1,0,2026-06-23,core query,77
Q001613,GB,Birmingham,shark diving,0,0,0,2026-06-01,no-inventory intent,79
Q001614,GB,London,deep tissue massage,4,0,0,2026-06-22,core query,77
Q001615,GB,London,personal trainer,2,0,0,2026-06-29,core query,72
Q001616,GB,London,manicure,14,0,0,2026-06-28,core query,74
Q001617,GB,Birmingham,couples massage,25,1,0,2026-06-23,core query,70
Q001618,GB,London,personal trainer,0,0,0,2026-06-26,core query,72
Q001619,GB,Manchester,go karting,8,1,1,2026-06-23,core query,73
Q001620,GB,Birmingham,sports massage,29,1,0,2026-06-11,core query,74
Q001621,GB,London,helicopter tour,0,0,0,2026-06-14,no-inventory intent,100
Q001622,GB,London,back massage,24,1,0,2026-06-18,core query,78
Q001623,GB,Birmingham,city tour,18,0,0,2026-06-02,core query,72
Q001624,GB,London,paintball,2,1,0,2026-06-07,core query,102
Q001625,GB,London,hot air balloon ride,0,0,0,2026-06-25,no-inventory intent,94
Q001626,GB,London,supercar track day,0,0,0,2026-06-27,no-inventory intent,85
Q001627,GB,London,go karting,0,0,0,2026-06-28,core query,73
Q001628,GB,London,sushi,5,0,0,2026-06-12,core query,71
Q001629,GB,London,helicopter tour,0,0,0,2026-06-06,no-inventory intent,100
