query_id,market,city,raw_query,results_shown,clicked,purchased,date
Q001584,GB,Birmingham,eyelash extensions,2,0,0,2026-06-20
Q001585,GB,Birmingham,indian restaurant,1,0,0,2026-06-08
Q001586,GB,London,escape rroom,21,0,0,2026-06-10
Q001587,GB,Manchester,pilates,2,1,0,2026-06-12
Q001588,GB,London,thai massage,11,0,0,2026-06-12
Q001589,GB,Birmingham,supercar track day,0,0,0,2026-06-27
Q001590,GB,London,go karting,0,0,0,2026-06-16
Q001591,GB,Manchester,haircut,7,1,1,2026-06-22
Q001592,GB,Birmingham,yoga class,18,0,0,2026-06-26
Q001593,GB,London,paintball,13,1,1,2026-06-06
Q001594,GB,Birmingham,deep tissue massage,1,0,0,2026-06-19
Q001595,GB,Birmingham,escape room,4,0,0,2026-06-19
Q001596,GB,Glasgow,bowling,12,0,0,2026-06-11
Q001597,GB,London,pizza deal,1,0,0,2026-06-06
Q001598,GB,Manchester,thai massage,14,0,0,2026-06-28
Q001599,GB,Birmingham,deep tissue massage,20,1,0,2026-06-18
Q001600,GB,London,supercar track day,0,0,0,2026-06-27
Q001601,GB,London,yoga closs,1,0,0,2026-06-10
Q001602,GB,London,crossfit,0,0,0,2026-06-29
Q001603,GB,London,hot air balloon ride,0,0,0,2026-06-15
Q001604,GB,Manchester,paintball,7,1,0,2026-06-25
Q001605,GB,London,deep tissue massage,21,0,0,2026-06-14
Q001606,GB,London,skydiving,0,0,0,2026-06-08
Q001607,GB,Birmingham,yoga class,2,0,0,2026-06-28
Q001608,GB,London,deep tissue massage,0,0,0,2026-06-06
Q001609,GB,London,bowling,1,0,0,2026-06-23
Q001610,GB,Glasgow,skydiving,0,0,0,2026-06-08
Q001611,GB,Manchester,helicopter tour,0,0,0,2026-06-08
Q001612,GB,London,deep tissue massage,5,1,0,2026-06-23
Q001613,GB,Birmingham,shark diving,0,0,0,2026-06-01
Q001614,GB,London,deep tissue massage,4,0,0,2026-06-22
Q001615,GB,London,personal trainer,2,0,0,2026-06-29
Q001616,GB,London,manicure,14,0,0,2026-06-28
Q001617,GB,Birmingham,couples massage,25,1,0,2026-06-23
Q001618,GB,London,personal trainer,0,0,0,2026-06-26
Q001619,GB,Manchester,go karting,8,1,1,2026-06-23
Q001620,GB,Birmingham,sports massage,29,1,0,2026-06-11
Q001621,GB,London,helicopter tour,0,0,0,2026-06-14
Q001622,GB,London,back massage,24,1,0,2026-06-18
Q001623,GB,Birmingham,city tour,18,0,0,2026-06-02
Q001624,GB,London,paintball,2,1,0,2026-06-07
Q001625,GB,London,hot air balloon ride,0,0,0,2026-06-25
Q001626,GB,London,supercar track day,0,0,0,2026-06-27
Q001627,GB,London,go karting,0,0,0,2026-06-28
Q001628,GB,London,sushi,5,0,0,2026-06-12
Q001629,GB,London,helicopter tour,0,0,0,2026-06-06
Q001630,GB,Manchester,pizza deal,0,0,0,2026-06-09
Q001631,GB,London,paintball,1,0,0,2026-06-02
Q001632,GB,London,bowling,2,0,0,2026-06-01
Q001633,GB,Birmingham,go karting,2,0,0,2026-06-01
Q001634,GB,Glasgow,steak dinner,2,0,0,2026-06-16
Q001635,GB,Glasgow,steak dinner,0,0,0,2026-06-09
Q001636,GB,Manchester,sports massage,2,0,0,2026-06-14
Q001637,GB,Glasgow,skydiving,0,0,0,2026-06-22
Q001638,GB,London,personal trainer,2,0,0,2026-06-26
Q001639,GB,London,manicure,34,0,0,2026-06-29
Q001640,GB,Manchester,crossfit,0,0,0,2026-06-26
Q001641,GB,Birmingham,haircut,8,1,1,2026-06-28
Q001642,GB,Birmingham,indian restaurant,21,0,0,2026-06-18
Q001643,GB,Manchester,supercar track day,0,0,0,2026-06-07
Q001644,GB,Glasgow,manicure,2,0,0,2026-06-10
Q001645,GB,London,sushi,9,1,1,2026-06-26
Q001646,GB,Glasgow,deep tissue massage,9,1,0,2026-06-08
Q001647,GB,London,sushi,0,0,0,2026-06-15
Q001648,GB,Manchester,skydiving,0,0,0,2026-06-05
Q001649,GB,Manchester,hot air balloon ride,0,0,0,2026-06-11
Q001650,GB,Manchester,pizza deal,0,0,0,2026-06-16
Q001651,GB,London,pizza deal,0,0,0,2026-06-05
Q001652,GB,Glasgow,sports massage,17,1,0,2026-06-07
Q001653,GB,London,escape room,2,0,0,2026-06-25
Q001654,GB,London,eyelash extensions,1,0,0,2026-06-27
Q001655,GB,Glasgow,sports massage,15,1,0,2026-06-04
Q001656,GB,Manchester,city tour,1,0,0,2026-06-25
Q001657,GB,London,skydiving,0,0,0,2026-06-01
Q001658,GB,Birmingham,go karting,12,1,1,2026-06-18
Q001659,GB,Glasgow,steak dinner,0,0,0,2026-06-17
Q001660,GB,London,back massage,9,0,0,2026-06-22
Q001661,GB,Glasgow,bowling,8,0,0,2026-06-18
Q001662,GB,London,haircut,11,0,0,2026-06-16
Q001663,GB,Birmingham,go karting,2,0,0,2026-06-09
Q001664,GB,London,indian restaurant,2,0,0,2026-06-22
Q001665,GB,Birmingham,paintball,13,1,0,2026-06-22
Q001666,GB,London,escape room,1,0,0,2026-06-27
Q001667,GB,Birmingham,couples massage,15,1,0,2026-06-07
Q001668,GB,London,pilates,10,0,0,2026-06-04
Q001669,GB,Manchester,eyelash extensions,2,0,0,2026-06-13
Q001670,GB,Birmingham,hair colour,10,0,0,2026-06-10
Q001671,GB,Manchester,indian restaurant,23,1,0,2026-06-25
Q001672,GB,London,deep tissue massage,20,1,0,2026-06-29
Q001673,GB,Manchester,back massage,0,0,0,2026-06-28
Q001674,GB,London,crossfit,8,1,0,2026-06-17
Q001675,GB,London,facial,9,1,0,2026-06-29
Q001676,GB,Manchester,pizza deal,0,0,0,2026-06-02
Q001677,GB,Birmingham,bowling,13,1,0,2026-06-04
Q001678,GB,Manchester,gym,35,0,0,2026-06-06
Q001679,GB,London,supercar track day,0,0,0,2026-06-01
Q001680,GB,Manchester,deep tissue massage,0,0,0,2026-06-17
Q001681,GB,London,skydiving,0,0,0,2026-06-08
Q001682,GB,London,supercar track day,0,0,0,2026-06-27
Q001683,GB,London,pizza deal,0,0,0,2026-06-20
Q001684,GB,Glasgow,hot air balloon ride,0,0,0,2026-06-04
Q001685,GB,Glasgow,sushi,25,0,0,2026-06-05
Q001686,GB,Manchester,shark diving,0,0,0,2026-06-20
Q001687,GB,Manchester,go karting,5,1,0,2026-06-04
Q001688,GB,London,couples massage,24,0,0,2026-06-15
Q001689,GB,Manchester,facial,22,1,1,2026-06-29
Q001690,GB,Birmingham,couples massage,0,0,0,2026-06-12
Q001691,GB,Birmingham,sushi,0,0,0,2026-06-03
Q001692,GB,London,go karting,1,0,0,2026-06-06
Q001693,GB,London,steak dinner,2,0,0,2026-06-23
Q001694,GB,London,crossfit,2,0,0,2026-06-14
Q001695,GB,London,thai massage,1,0,0,2026-06-13
Q001696,GB,London,hot air balloon ride,0,0,0,2026-06-18
Q001697,GB,London,sports massage,25,0,0,2026-06-26
Q001698,GB,Manchester,yoga class,18,1,1,2026-06-16
Q001699,GB,London,pizza del,2,0,0,2026-06-01
Q001700,GB,Birmingham,eyelash extensions,22,1,0,2026-06-22
Q001701,GB,Birmingham,skydiving,0,0,0,2026-06-22
Q001702,GB,Birmingham,skydivinng,0,0,0,2026-06-11
Q001703,GB,London,yoga class,17,0,0,2026-06-29
Q001704,GB,Birmingham,couples massage,18,0,0,2026-06-25
Q001705,GB,Birmingham,steakidinner,14,0,0,2026-06-22
Q001706,GB,Birmingham,skydiving,0,0,0,2026-06-08
Q001707,GB,Manchester,deep tissue massage,33,0,0,2026-06-13
Q001708,GB,London,yoga class,12,1,1,2026-06-17
Q001709,GB,London,bowling,12,1,0,2026-06-01
Q001710,GB,London,steak dinner,13,0,0,2026-06-01
Q001711,GB,London,steak dinner,31,0,0,2026-06-03
Q001712,GB,Glasgow,couples massage,0,0,0,2026-06-20
Q001713,GB,London,eyelash extensions,1,0,0,2026-06-10
Q001714,GB,Manchester,gym,1,0,0,2026-06-30
Q001715,GB,London,pizza deal,1,0,0,2026-06-28
Q001716,GB,Manchester,city tour,9,0,0,2026-06-08
Q001717,GB,London,haircut,15,1,0,2026-06-16
Q001718,GB,Birmingham,escape room,0,0,0,2026-06-29
Q001719,GB,London,sushi,19,1,0,2026-06-13
Q001720,GB,London,pilates,22,1,0,2026-06-04
Q001721,GB,London,indian restaurant,15,1,0,2026-06-03
Q001722,GB,Manchester,facial,25,1,0,2026-06-15
Q001723,GB,Manchester,shark diving,0,0,0,2026-06-28
Q001724,GB,London,go karting,0,0,0,2026-06-11
Q001725,GB,Manchester,skydiving,0,0,0,2026-06-09
Q001726,GB,London,eyelash extensions,15,1,1,2026-06-28
Q001727,GB,Birmingham,pilates,1,0,0,2026-06-16
Q001728,GB,London,escape room,25,1,0,2026-06-04
Q001729,GB,London,hot air balloon ride,0,0,0,2026-06-28
Q001730,GB,London,sushi,10,1,0,2026-06-06
Q001731,GB,Birmingham,go karting,38,0,0,2026-06-15
Q001732,GB,Manchester,facial,0,0,0,2026-06-22
Q001733,GB,Manchester,crossfit,22,1,1,2026-06-21
Q001734,GB,London,hair colour,31,0,0,2026-06-25
Q001735,GB,Manchester,eyelash extensions,7,1,1,2026-06-28
Q001736,GB,Birmingham,hot air balloon ride,0,0,0,2026-06-02
Q001737,GB,Manchester,indian restaurant,7,1,0,2026-06-26
Q001738,GB,Manchester,supercar track day,0,0,0,2026-06-26
Q001739,GB,London,crossfit,0,0,0,2026-06-05
Q001740,GB,London,steeak dinner,0,0,0,2026-06-12
Q001741,GB,London,paintball,1,0,0,2026-06-06
Q001742,GB,Manchester,hair colour,0,0,0,2026-06-18
Q001743,GB,Manchester,persona trainer,21,1,0,2026-06-03
Q001744,GB,Birmingham,paintball,21,1,1,2026-06-06
Q001745,GB,London,haircut,15,1,1,2026-06-14
Q001746,GB,London,pilaies,1,0,0,2026-06-04
Q001747,GB,Manchester,bowling,13,1,0,2026-06-18
Q001748,GB,Birmingham,pizza deal,33,0,0,2026-06-13
Q001749,GB,London,hairut,23,1,0,2026-06-27
Q001750,GB,Birmingham,hot air balloon ride,0,0,0,2026-06-11
Q001751,GB,London,manicure,5,1,0,2026-06-28
Q001752,GB,Birmingham,steak dinner,2,0,0,2026-06-01
Q001753,GB,London,thai massage,1,0,0,2026-06-15
Q001754,GB,Manchester,facial,11,0,0,2026-06-05
Q001755,GB,Glasgow,bowling,22,1,0,2026-06-21
Q001756,GB,Glasgow,dep tissue massage,22,1,0,2026-06-02
Q001757,GB,Manchester,bowling,20,1,0,2026-06-28
Q001758,GB,London,yoga class,0,0,0,2026-06-11
Q001759,GB,Manchester,indian restaurant,16,0,0,2026-06-02
Q001760,GB,Manchester,sports massage,21,1,0,2026-06-25
Q001761,GB,Glasgow,pilates,18,0,0,2026-06-21
Q001762,GB,Glasgow,steak dinner,1,0,0,2026-06-17
Q001763,GB,Birmingham,haircut,6,0,0,2026-06-09
Q001764,GB,London,go karting,1,0,0,2026-06-07
Q001765,GB,Glasgow,yog class,0,0,0,2026-06-10
Q001766,GB,Glasgow,manicure,11,0,0,2026-06-26
Q001767,GB,London,facial,1,1,0,2026-06-12
Q001768,GB,London,crossfit,15,1,0,2026-06-01
Q001769,GB,Manchester,eyelash extensions,2,0,0,2026-06-27
Q001770,GB,London,hot air balloon ride,0,0,0,2026-06-17
Q001771,GB,London,haircut,10,1,0,2026-06-10
Q001772,GB,Manchester,haircut,2,0,0,2026-06-04
Q001773,GB,London,crossfit,1,0,0,2026-06-19
Q001774,GB,Birmingham,haircut,5,0,0,2026-06-10
Q001775,GB,London,haircut,24,0,0,2026-06-20
Q001776,GB,Birmingham,hair colour,8,1,0,2026-06-28
Q001777,GB,London,deep tissue massage,31,0,0,2026-06-28
Q001778,GB,Birmingham,helicopter tour,0,0,0,2026-06-08
Q001779,GB,London,go karting,8,1,1,2026-06-14
Q001780,GB,London,hot air balloon ride,0,0,0,2026-06-28
Q001781,GB,London,pizza deal,1,1,0,2026-06-17
Q001782,GB,Birmingham,helicopter tour,0,0,0,2026-06-20
Q001783,GB,London,indian restaurant,12,0,0,2026-06-15
Q001784,GB,Birmingham,gym,39,0,0,2026-06-29
Q001785,GB,London,helicopter tour,0,0,0,2026-06-05
Q001786,GB,Birmingham,haircut,0,0,0,2026-06-12
Q001787,GB,London,sushi,0,0,0,2026-06-28
Q001788,GB,Manchester,back massage,1,0,0,2026-06-04
Q001789,GB,Manchester,paintball,16,1,0,2026-06-23
Q001790,GB,Glasgow,helicopter tour,0,0,0,2026-06-19
Q001791,GB,London,supercar track day,0,0,0,2026-06-16
Q001792,GB,London,go karting,17,1,1,2026-06-03
Q001793,GB,Birmingham,city tour,28,0,0,2026-06-20
Q001794,GB,Manchester,hair colour,24,0,0,2026-06-05
Q001795,GB,London,facial,2,1,0,2026-06-18
Q001796,GB,Manchester,deep tissue massage,24,0,0,2026-06-30
Q001797,GB,London,steak dinner,24,1,0,2026-06-27
Q001798,GB,Birmingham,pizza deal,19,1,0,2026-06-11
Q001799,GB,Glasgow,hot air balloon ride,0,0,0,2026-06-27
Q001800,GB,Birmingham,indian restaurant,20,0,0,2026-06-07
Q001801,GB,London,escape room,16,0,0,2026-06-10
Q001802,GB,London,personal trainer,12,1,0,2026-06-01
Q001803,GB,London,manicure,18,0,0,2026-06-16
Q001804,GB,London,indian restaurant,21,0,0,2026-06-13
Q001805,GB,Birmingham,helicopter tour,0,0,0,2026-06-28
Q001806,GB,London,escape room,13,0,0,2026-06-16
Q001807,GB,Glasgow,brunch,10,0,0,2026-06-22
Q001808,GB,Manchester,supercar track day,0,0,0,2026-06-26
Q001809,GB,Glasgow,skydiving,0,0,0,2026-06-03
Q001810,GB,Manchester,hair colour,23,1,0,2026-06-19
Q001811,GB,Manchester,escape room,15,1,0,2026-06-21
Q001812,GB,Manchester,personal trainer,0,0,0,2026-06-23
Q001813,GB,Manchester,gym,15,0,0,2026-06-08
Q001814,GB,Birmingham,hair colour,25,0,0,2026-06-19
Q001815,GB,London,pizza deal,18,0,0,2026-06-09
Q001816,GB,Birmingham,hot air balloon ride,0,0,0,2026-06-05
Q001817,GB,London,supercar track day,0,0,0,2026-06-23
Q001818,GB,Glasgow,manicure,15,1,0,2026-06-20
Q001819,GB,London,paintball,2,0,0,2026-06-21
Q001820,GB,Manchester,go karting,1,0,0,2026-06-25
Q001821,GB,London,escape room,1,0,0,2026-06-24
Q001822,GB,Manchester,helicopter tour,0,0,0,2026-06-19
Q001823,GB,Manchester,escape room,17,1,1,2026-06-20
Q001824,GB,Glasgow,facial,22,0,0,2026-06-17
Q001825,GB,London,gym,18,1,0,2026-06-10
Q001826,GB,London,personal trainer,0,0,0,2026-06-26
Q001827,GB,London,go karting,11,1,0,2026-06-27
Q001828,GB,London,go karting,16,1,0,2026-06-06
Q001829,GB,Manchester,sports massage,10,1,0,2026-06-09
Q001830,GB,Glasgow,hot air balloon ride,0,0,0,2026-06-06
Q001831,GB,London,manicure,1,1,0,2026-06-15
Q001832,GB,London,gym,21,0,0,2026-06-01
Q001833,GB,London,shark divinng,0,0,0,2026-06-21
Q001834,GB,London,sports massage,1,0,0,2026-06-26
Q001835,GB,Manchester,manicure,12,0,0,2026-06-04
Q001836,GB,London,go karting,0,0,0,2026-06-05
Q001837,GB,London,manicure,0,0,0,2026-06-15
Q001838,GB,London,thai massage,6,0,0,2026-06-21
Q001839,GB,Manchester,gym,25,1,1,2026-06-16
Q001840,GB,London,personal trainer,1,0,0,2026-06-19
Q001841,GB,Birmingham,paintball,19,1,1,2026-06-25
Q001842,GB,London,thai massage,19,1,0,2026-06-05
Q001843,GB,London,thai massage,23,0,0,2026-06-02
Q001844,GB,London,escape room,23,0,0,2026-06-18
Q001845,GB,London,haircut,0,0,0,2026-06-23
Q001846,GB,London,shark diving,0,0,0,2026-06-14
Q001847,GB,Birmingham,back massage,22,1,1,2026-06-14
Q001848,GB,Manchester,indian restaurant,1,0,0,2026-06-07
Q001849,GB,London,indian restaurant,16,1,1,2026-06-09
Q001850,GB,London,hair colour,23,0,0,2026-06-21
Q001851,GB,Manchester,escape room,9,1,1,2026-06-05
Q001852,GB,Manchester,back massage,17,0,0,2026-06-20
Q001853,GB,Manchester,facial,0,0,0,2026-06-10
Q001854,GB,Manchester,yoga class,2,0,0,2026-06-02
Q001855,GB,London,go karting,24,0,0,2026-06-21
Q001856,GB,London,eyelash extensions,2,0,0,2026-06-12
Q001857,GB,London,escape room,11,0,0,2026-06-21
Q001858,GB,Manchester,eyelash extensions,10,1,0,2026-06-01
Q001859,GB,London,indian restaurant,4,0,0,2026-06-03
Q001860,GB,London,escape room,2,0,0,2026-06-11
Q001861,GB,London,hair colour,24,1,0,2026-06-19
Q001862,GB,London,supercar track day,0,0,0,2026-06-12
Q001863,GB,Glasgow,shark diving,0,0,0,2026-06-16
Q001864,GB,Birmingham,indian restaurant,21,1,0,2026-06-16
Q001865,GB,London,personal trainer,5,0,0,2026-06-05
Q001866,GB,Glasgow,personal trainer,18,0,0,2026-06-16
Q001867,GB,Manchester,manicure,2,0,0,2026-06-21
Q001868,GB,Manchester,hot air balloon ride,0,0,0,2026-06-17
Q001869,GB,Manchester,helicopter tour,0,0,0,2026-06-28
Q001870,GB,Glasgow,supercar track day,0,0,0,2026-06-04
Q001871,GB,London,deep tissue massage,19,1,0,2026-06-09
Q001872,GB,Birmingham,gym,2,0,0,2026-06-03
Q001873,GB,Manchester,facial,11,0,0,2026-06-09
Q001874,GB,London,heliaopter tour,0,0,0,2026-06-25
Q001875,GB,Birmingham,steak dinner,19,0,0,2026-06-24
Q001876,GB,Birmingham,haircut,1,0,0,2026-06-05
Q001877,GB,Birmingham,crossfit,1,0,0,2026-06-05
Q001878,GB,London,thai massage,7,1,1,2026-06-20
Q001879,GB,London,eyelash extensions,2,0,0,2026-06-12
Q001880,GB,London,helicopter tour,0,0,0,2026-06-02
Q001881,GB,London,eyelash extensiens,2,0,0,2026-06-09
Q001882,GB,Glasgow,yoga class,18,0,0,2026-06-20
Q001883,GB,London,eyelash extensions,0,0,0,2026-06-03
Q001884,GB,Birmingham,shark diving,0,0,0,2026-06-27
Q001885,GB,London,hot air balloon ride,0,0,0,2026-06-01
Q001886,GB,Manchester,haircut,19,1,0,2026-06-28
Q001887,GB,London,supercar track dday,0,0,0,2026-06-22
Q001888,GB,London,brunch,5,1,0,2026-06-20
Q001889,GB,Manchester,steak dinner,2,0,0,2026-06-26
Q001890,GB,London,escape room,12,0,0,2026-06-30
Q001891,GB,London,manicure,2,0,0,2026-06-08
Q001892,GB,London,deep tissue mssage,1,0,0,2026-06-07
Q001893,GB,Manchester,indian restaurant,11,0,0,2026-06-20
Q001894,GB,London,facial,2,0,0,2026-06-08
Q001895,GB,London,gym,25,0,0,2026-06-06
Q001896,GB,Birmingham,escape room,5,1,1,2026-06-05
Q001897,GB,London,sushi,1,0,0,2026-06-06
Q001898,GB,London,hot air balloon rde,0,0,0,2026-06-10
Q001899,GB,Manchester,pizza deal,8,0,0,2026-06-04
Q001900,GB,London,sushi,1,0,0,2026-06-14
Q001901,GB,London,personal trainer,19,0,0,2026-06-30
Q001902,GB,London,couples massage,9,0,0,2026-06-04
Q001903,GB,London,steak dinner,5,1,0,2026-06-12
Q001904,GB,Manchester,gym,19,1,0,2026-06-27
Q001905,GB,London,supercartrack day,0,0,0,2026-06-21
Q001906,GB,London,yoga class,23,1,0,2026-06-01
Q001907,GB,London,personal trainer,0,0,0,2026-06-24
Q001908,GB,Birmingham,sports massage,13,0,0,2026-06-08
Q001909,GB,Manchester,escape room,0,0,0,2026-06-10
Q001910,GB,Birmingham,baek massage,20,0,0,2026-06-14
Q001911,GB,Birmingham,helicopter tour,0,0,0,2026-06-19
Q001912,GB,Manchester,supercar tracck day,0,0,0,2026-06-21
Q001913,GB,Glasgow,paintball,14,1,0,2026-06-15
Q001914,GB,London,supercar track day,0,0,0,2026-06-02
Q001915,GB,Birmingham,brunch,2,0,0,2026-06-18
Q001916,GB,Birmingham,pilates,13,0,0,2026-06-29
Q001917,GB,London,crossfit,15,0,0,2026-06-15
Q001918,GB,Glasgow,hot air balloon ride,0,0,0,2026-06-11
Q001919,GB,London,bowling,10,0,0,2026-06-28
Q001920,GB,Manchester,pilates,11,1,0,2026-06-14
Q001921,GB,Birmingham,pizza deal,2,0,0,2026-06-19
Q001922,GB,Birmingham,helicopter tour,0,0,0,2026-06-19
Q001923,GB,Birmingham,skydiving,0,0,0,2026-06-04
Q001924,GB,London,brunch,0,0,0,2026-06-10
Q001925,GB,Glasgow,indian restaurant,2,0,0,2026-06-27
Q001926,GB,Manchester,crossfit,20,1,1,2026-06-22
Q001927,GB,Glasgow,skydiving,0,0,0,2026-06-26
Q001928,GB,Manchester,steak dinner,8,1,0,2026-06-26
Q001929,GB,London,indian restaurant,23,0,0,2026-06-12
Q001930,GB,London,personal trainer,19,1,1,2026-06-30
Q001931,GB,London,sports massagge,10,1,1,2026-06-18
Q001932,GB,Birmingham,paintball,19,1,1,2026-06-28
Q001933,GB,Birmingham,crossfit,21,1,0,2026-06-04
Q001934,GB,London,skydiving,0,0,0,2026-06-10
Q001935,GB,Manchester,escape room,2,0,0,2026-06-20
Q001936,GB,Birmingham,supercar track day,0,0,0,2026-06-02
Q001937,GB,Manchester,manicure,16,1,0,2026-06-10
Q001938,GB,Glasgow,yoga class,2,0,0,2026-06-22
Q001939,GB,London,crossfit,7,1,0,2026-06-01
Q001940,GB,London,personal trainer,15,1,1,2026-06-12
Q001941,GB,London,couples massage,0,0,0,2026-06-29
Q001942,GB,Glasgow,yoga class,4,1,0,2026-06-05
Q001943,GB,London,brunch,5,0,0,2026-06-19
Q001944,GB,Birmingham,eyelash extensions,21,0,0,2026-06-08
Q001945,GB,London,steak dinner,5,1,0,2026-06-22
Q001946,GB,Manchester,escape room,16,1,0,2026-06-22
Q001947,GB,Birmingham,city tour,0,0,0,2026-06-24
Q001948,GB,London,skydiving,0,0,0,2026-06-04
Q001949,GB,Manchester,pilates,10,0,0,2026-06-21
Q001950,GB,Birmingham,hot air balloon ride,0,0,0,2026-06-18
Q001951,GB,Manchester,sports massage,2,0,0,2026-06-23
Q001952,GB,London,sushi,1,0,0,2026-06-11
Q001953,GB,London,back massage,18,0,0,2026-06-16
Q001954,GB,Birmingham,go karting,18,1,0,2026-06-04
Q001955,GB,London,helicopter tour,0,0,0,2026-06-14
Q001956,GB,London,shark diving,0,0,0,2026-06-27
Q001957,GB,Birmingham,city tour,13,0,0,2026-06-10
Q001958,GB,London,haircut,37,0,0,2026-06-03
Q001959,GB,Glasgow,escape room,1,0,0,2026-06-05
Q001960,GB,London,skydiving,0,0,0,2026-06-24
Q001961,GB,Birmingham,shark diving,0,0,0,2026-06-14
Q001962,GB,London,skydiving,0,0,0,2026-06-15
Q001963,GB,London,shark diving,0,0,0,2026-06-08
Q001964,GB,London,shark diving,0,0,0,2026-06-25
Q001965,GB,Manchester,back massage,2,0,0,2026-06-10
Q001966,GB,Manchester,pizzza deal,7,1,1,2026-06-29
Q001967,GB,Birmingham,escape rooom,17,1,0,2026-06-21
Q001968,GB,London,hot air balloon ride,0,0,0,2026-06-23
Q001969,GB,Birmingham,city tour,10,0,0,2026-06-24
Q001970,GB,Glasgow,deep tissue massage,0,0,0,2026-06-05
Q001971,GB,London,eyelash extensions,4,1,1,2026-06-05
Q001972,GB,London,sushi,25,0,0,2026-06-04
Q001973,GB,London,thai massage,4,0,0,2026-06-24
Q001974,GB,Manchester,facial,1,0,0,2026-06-09
Q001975,GB,Birmingham,yoga class,14,0,0,2026-06-04
Q001976,GB,London,personal trainer,22,0,0,2026-06-09
Q001977,GB,Birmingham,shark diving,0,0,0,2026-06-13
Q001978,GB,Manchester,indian restaurant,1,0,0,2026-06-17
Q001979,GB,London,facial,9,0,0,2026-06-02
Q001980,GB,London,helicopter tour,0,0,0,2026-06-03
Q001981,GB,Glasgow,city tour,5,1,1,2026-06-14
Q001982,GB,London,helicopter tour,0,0,0,2026-06-02
Q001983,GB,London,paintball,2,1,0,2026-06-01
Q001984,GB,Birmingham,couples massage,2,0,0,2026-06-29
Q001985,GB,Manchester,yoga class,23,1,0,2026-06-26
Q001986,GB,Manchester,indian restaurant,5,1,0,2026-06-09
Q001987,GB,Glasgow,facial,10,1,0,2026-06-21
Q001988,GB,London,pilates,8,0,0,2026-06-24
Q001989,GB,London,hair colour,7,0,0,2026-06-28
Q001990,GB,Birmingham,helicopter tour,0,0,0,2026-06-26
Q001991,GB,London,back massage,5,1,1,2026-06-12
Q001992,GB,Manchester,steak dinner,2,0,0,2026-06-23
Q001993,GB,Manchester,manicure,22,0,0,2026-06-27
Q001994,GB,Manchester,pizza deal,0,0,0,2026-06-11
Q001995,GB,Manchester,gym,8,0,0,2026-06-30
Q001996,GB,London,sports massage,4,1,1,2026-06-30
Q001997,GB,Manchester,helicopter tour,0,0,0,2026-06-28
Q001998,GB,London,eyelash extensions,5,0,0,2026-06-05
Q001999,GB,London,thai massage,10,1,0,2026-06-22
Q002000,GB,Birmingham,deep tissue massage,1,0,0,2026-06-11
Q002001,GB,London,pilates,10,1,0,2026-06-23
Q002002,GB,Manchester,paintball,2,1,0,2026-06-23
Q002003,GB,Glasgow,helicopter tour,0,0,0,2026-06-28
Q002004,GB,London,bowling,21,0,0,2026-06-28
Q002005,GB,Birmingham,personal trainer,18,0,0,2026-06-23
Q002006,GB,London,paintball,19,0,0,2026-06-13
Q002007,GB,London,back  massage,2,0,0,2026-06-16
Q002008,GB,London,facial,7,1,0,2026-06-05
Q002009,GB,London,facial,8,1,0,2026-06-27
Q002010,GB,London,susei,5,0,0,2026-06-13
Q002011,GB,Birmingham,skydiving,0,0,0,2026-06-07
Q002012,GB,Manchester,city tour,9,0,0,2026-06-19
Q002013,GB,London,sushi,30,0,0,2026-06-28
Q002014,GB,London,eyelash extensions,0,0,0,2026-06-25
Q002015,GB,London,pilates,22,1,0,2026-06-07
Q002016,GB,Birmingham,paintball,8,0,0,2026-06-05
Q002017,GB,London,haircut,23,1,0,2026-06-03
Q002018,GB,Glasgow,deep tissue massage,18,1,0,2026-06-19
Q002019,GB,London,go karting,12,1,0,2026-06-25
Q002020,GB,London,hot air balloon ride,0,0,0,2026-06-07
Q002021,GB,Manchester,deep tissue massage,4,1,1,2026-06-23
Q002022,GB,London,bowling,21,1,0,2026-06-30
Q002023,GB,London,supercarutrack day,0,0,0,2026-06-30
Q002024,GB,Birmingham,skydiving,0,0,0,2026-06-17
Q002025,GB,Birmingham,supercar track day,0,0,0,2026-06-22
Q002026,GB,Glasgow,superrcar track day,0,0,0,2026-06-04
Q002027,GB,London,pizza deal,24,1,0,2026-06-12
Q002028,GB,Manchester,couples massage,11,1,0,2026-06-13
Q002029,GB,Manchester,sushi,25,1,1,2026-06-28
Q002030,GB,London,indian restaurant,0,0,0,2026-06-15
Q002031,GB,London,gym,22,0,0,2026-06-28
Q002032,GB,Glasgow,brunch,17,0,0,2026-06-15
Q002033,GB,London,thai massage,22,1,1,2026-06-09
Q002034,GB,Manchester,sports massage,1,0,0,2026-06-04
Q002035,GB,Glasgow,helicopter tour,0,0,0,2026-06-01
Q002036,GB,Glasgow,bruuch,19,1,0,2026-06-09
Q002037,GB,Manchester,bacck massage,23,1,0,2026-06-26
Q002038,GB,London,skydiving,0,0,0,2026-06-30
Q002039,GB,Manchester,personal trainer,12,0,0,2026-06-02
Q002040,GB,London,escape room,13,1,1,2026-06-15
Q002041,GB,Glasgow,hot air balloon ride,0,0,0,2026-06-10
Q002042,GB,Birmingham,deep tissue massage,6,1,1,2026-06-15
Q002043,GB,Birmingham,supercar track day,0,0,0,2026-06-02
Q002044,GB,Manchester,brunch,0,0,0,2026-06-12
Q002045,GB,London,pilates,11,0,0,2026-06-19
